"ID_ejemplo","ID_area","ID_competencia","Idioma","Texto","Tipo"
14,1,1,"Español","Sopesa los beneficios y las desventajas de utilizar motores de búsqueda basados en la IA(por ejemplo, aunque puedan ayudar a las personas a encontrar la información deseada, pueden comprometer la privacidad y los datos personales, o someter al usuario a intereses comerciales).","Actitudes"
14,1,1,"Inglés","Weighs the benefits and disadvantages of using AI-driven search engines (e.g. while they might help users find the desired information, they may compromise privacy and personal data, or subject the user to commercial interests).","Attitudes"
15,1,1,"Español","Preocupados por el hecho de que gran parte de la información y los contenidos en línea pueden no ser accesibles para las personas con discapacidad, por ejemplo para las personas que dependen de las tecnologías de lectura de pantalla para leer en voz alta el contenido de una página web","Actitudes"
15,1,1,"Inglés","Concerned that much online information and content may not be accessible to people with a disability, for example to users who rely on screen reader technologies to read aloud the content of a web page.","Attitudes"
16,1,2,"Español","Es consciente de que los entornos en línea contienen todo tipo de información y contenido, incluida la información errónea y a la desinformación, y que aunque un tema sea ampliamente difundido no tiene por qué significar que la información sea exacta.","Conocimiento"
16,1,2,"Inglés","Aware that online environments contain all types of information and content including misinformation and disinformation, and even if a topic is widely reported it does not necessarily mean it is accurate.","Knowledge"
17,1,2,"Español","Comprende la diferencia entre desinformación (información falsa con la intención de engañar) y desinformación (información falsa sin intención de engañar o confundir).","Conocimiento"
17,1,2,"Inglés","Understands the difference between disinformation (false information with the intent to deceive people) and misinformation (false information regardless of intent to deceive or mislead people).","Knowledge"
18,1,2,"Español","Conoce la importancia de identificar quién está detrás de la información que se encuentra en Internet (por ejemplo, en las redes sociales) y de verificarla comprobando múltiples fuentes, para ayudar a reconocer y comprender el punto de vista o la parcialidad que hay detrás de una información concreta y de las fuentes de datos","Conocimiento"
18,1,2,"Inglés","Knows the importance of identifying who is behind information found on the internet (e.g. on social media) and verifying it by checking multiple sources, to help recognise and understand point of view or bias behind particular information and data sources","Knowledge"
19,1,2,"Español","Es consciente de los posibles sesgos informativos causados por diversos factores (por ejemplo, datos, algoritmos, elecciones editoriales, censura, las propias limitaciones personales).","Conocimiento"
19,1,2,"Inglés","Aware of potential information biases caused by various factors (e.g. data, algorithms, editorial choices, censorship, one’s own personal limitations).","Knowledge"
20,1,2,"Español","Sabe que el término deep-fakes se refiere a las imágenes, vídeos o grabaciones de audio generados por la IA de eventos o personas que no sucedieron realmente (por ejemplo, discursos de políticos, rostros de famosos en imágenes pornográficas). Pueden ser imposibles de distinguir de los auténticos.","Conocimiento"
20,1,2,"Inglés","Knows that the term “deep-fakes” refers to AI-generated images, videos or audio recordings of events or persons that did not really happen (e.g. speeches by politicians, celebrity faces on pornographic imagery). They may be impossible to distinguish from the real thing.","Knowledge"
21,1,2,"Español","Es consciente de que los algoritmos de IA pueden no estar configurados para proporcionar únicamente la información que se desea; también pueden incorporar un mensaje comercial o político (por ejemplo, para animar a las personas a permanecer en el sitio, para ver o comprar algo en particular, para compartir opiniones específicas). Esto también puede tener consecuencias negativas (por ejemplo, reproducir estereotipos o compartir información erronea.","Conocimiento"
21,1,2,"Inglés","Aware that AI algorithms might not be configured to provide only the information that the user wants; they might also embody a commercial or political message (e.g. to encourage users to stay on the site, to watch or buy something particular, to share specific opinions). This can also have negative consequences (e.g. reproducing stereotypes, sharing misinformation).","Knowledge"
22,1,2,"Español","Es consciente de que los datos, de los que depende la IA, pueden incluir sesgos. Si es así, estos sesgos pueden automatizarse y empeorar con el uso de la IA. Por ejemplo, los resultados de la búsqueda sobre la ocupación pueden incluir estereotipos sobre trabajos masculinos o femeninos (por ejemplo, conductores de autobús masculinos, vendedoras femeninas).","Conocimiento"
22,1,2,"Inglés","Aware that the data, on which AI depends, may include biases. If so, these biases can become automated and worsened by the use of AI. For example, search results about occupation may include stereotypes about male or female jobs (e.g. male bus drivers, female sales persons).","Knowledge"
23,1,2,"Español","Considera cuidadosamente los primeros resultados de búsqueda, tanto en las búsquedas de texto como de audio, ya que pueden reflejar intereses comerciales y de otro tipo en lugar de ser los resultados más adecuados para la consulta.","Habilidades"
23,1,2,"Inglés","Carefully considers the top/first search results in both text-based and audio searches, as they may reflect commercial and other interests rather than be the most appropriate results for the query.","Skills"
24,1,2,"Español","Sabe diferenciar los contenidos patrocinados de otros contenidos en línea (por ejemplo, reconocer los anuncios y mensajes de marketing en las redes sociales o en los motores de búsqueda) aunque no estén marcados como patrocinados.","Habilidades"
24,1,2,"Inglés","Knows how to differentiate sponsored content from other content online (e.g. recognising advertisements and marketing messages on social media or search engines) even if it is not marked as sponsored.","Skills"
25,1,2,"Español","Sabe analizar y evaluar de forma crítica los resultados de las búsquedas y los flujos de actividad de las redes sociales, para identificar sus orígenes, distinguir la información basada hechos de la opinión y determinar si los resultados son veraces o tienen otras limitaciones (por ejemplo, intereses económicos, políticos o religiosos).","Habilidades"
25,1,2,"Inglés","Knows how to analyse and critically evaluate search results and social media activity streams, to identify their origins, to distinguish fact-reporting from opinion, and to determine whether outputs are truthful or have other limitations (e.g. economic, political, religious interests).","Skills"
26,1,2,"Español","Sabe cómo encontrar al autor o autora o la fuente de la información, para verificar si es creíble (por ejemplo, un experto o autoridad en una disciplina pertinente).","Habilidades"
26,1,2,"Inglés","Knows how to find the author or the source of the information, to verify whether it is credible (e.g. an expert or authority in a relevant discipline).","Skills"
27,1,2,"Español","Es capaz de reconocer que algunos algoritmos de IA pueden reforzar las opiniones existentes en los entornos.","Habilidades"
27,1,2,"Inglés","Able to recognise that some AI algorithms may reinforce existing views in digital environments by creating “echo chambers” or “filter bubbles” (e.g. if a social media stream favours a particular political ideology, additional recommendations can reinforce that ideology without exposing it to opposing arguments).","Skills"
28,1,2,"Español","Tiende a plantear preguntas críticas para evaluar la calidad de la información en línea, y preocupados por los propósitos que hay detrás de la difusión y amplificación de la desinformación.","Actitudes"
28,1,2,"Inglés","Inclined to ask critical questions in order to evaluate the quality of online information, and concerned about purposes behind spreading and amplifying disinformation.","Attitudes"
29,1,2,"Español","Estar dispuesto a comprobar una información y evaluar su exactitud, fiabilidad y autoridad, prefiriendo, siempre que sea posible, las fuentes primarias a las secundarias.","Actitudes"
29,1,2,"Inglés","Willing to fact-check a piece of information and assess its accuracy, reliability and authority, while preferring primary sources over secondary sources of information where possible.","Attitudes"
30,1,2,"Español","Considera cuidadosamente el posible resultado antes de hacer clic en un enlace. Algunos enlaces (por ejemplo, títulos atractivos) podrían ser “clickbait” que llevan al usuario a contenidos patrocinados o no deseados (por ejemplo, pornografía).","Actitudes"
30,1,2,"Inglés","Carefully considers the possible outcome before clicking a link. Some links (e.g. compelling titles) could be “clickbait” that takes the user to sponsored or unwanted content (e.g. pornography).","Attitudes"
31,1,3,"Español","Es consciente de que muchas aplicaciones de Internet y de los teléfonos móviles recogen y procesan datos (datos personales, datos de comportamiento y datos contextuales) a los que se puede acceder o recuperar, por ejemplo, para controlar sus actividades en línea (por ejemplo, los clics en las redes sociales, las búsquedas en Google) y fuera de línea (por ejemplo, los pasos diarios, los viajes en el transporte público).","Conocimiento"
31,1,3,"Inglés","Aware that many applications on the internet and mobile phones collect and process data (personal data, behavioural data and contextual data) that the user can access or retrieve, for example, to monitor their activities online (e.g. clicks in social media, searches on Google) and offline (e.g. daily steps, bus rides on public transport).","Knowledge"
32,1,3,"Español","Es consciente de que para que los datos (por ejemplo, números, textos, imágenes, sonidos) puedan ser procesados por un programa, primero tienen que estar debidamente digitalizados (es decir, codificados digitalmente).","Conocimiento"
32,1,3,"Inglés","Aware that for data (e.g. numbers, text, images, sounds) to be processed by a program, they have to be first properly digitised (i.e. digitally encoded).","Knowledge"
33,1,3,"Español","Sabe que los datos recogidos y procesados, por ejemplo, por los sistemas en línea, pueden ser utilizados para reconocer patrones (por ejemplo, repeticiones) en nuevos datos (por ejemplo, otras imágenes, sonidos, clics del ratón, comportamientos en línea) para optimizar y personalizar aún más los servicios en línea (por ejemplo, los anuncios).","Conocimiento"
33,1,3,"Inglés","Knows that data collected and processed, for example by online systems, can be used to recognise patterns (e.g. repetitions) in new data (i.e. other images, sounds, mouse clicks, online behaviours) to further optimise and personalise online services (e.g. advertisements).","Knowledge"
34,1,3,"Español","Es consciente de que los sensores utilizados en muchas tecnologías y aplicaciones digitales (por ejemplo, las cámaras de seguimiento facial, los asistentes virtuales, las tecnologías ponibles, los teléfonos móviles, los dispositivos inteligentes) generan grandes cantidades de datos, incluidos los datos personales, que pueden utilizarse para entrenar un sistema de IA.","Conocimiento"
34,1,3,"Inglés","Aware that sensors used in many digital technologies and applications (e.g. facial tracking cameras, virtual assistants, wearable technologies, mobile phones, smart devices) generate large amounts of data, including personal data, that can be used to train an AI system.","Knowledge"
35,1,3,"Español","Sabe que existen repositorios de datos abiertos en los que cualquiera puede obtener datos para apoyar algunas actividades de resolución de problemas (por ejemplo, la ciudadanía pueden utilizar datos abiertos para generar mapas temáticos u otros contenidos digitales).","Conocimiento"
35,1,3,"Inglés","Knows that open data repositories exist where anyone can get data to support some problem solving activities (e.g. citizens can use open data to generate thematic maps or other digital content).","Knowledge"
36,1,3,"Español","Sabe cómo recopilar datos digitales utilizando herramientas básicas, como formularios en línea, y presentarlos de forma accesible (por ejemplo, utilizando encabezados en los cuadros).","Habilidades"
36,1,3,"Inglés","Knows how to collect digital data using basic tools such as online forms, and present them in an accessible way (e.g. using headers in tables).","Skills"
37,1,3,"Español","Puede aplicar procedimientos estadísticos básicos a los datos en un entorno estructurado (por ejemplo, una hoja de cálculo) para producir gráficos y otras visualizaciones (por ejemplo, histogramas, diagramas de barras, diagramas circulares).","Habilidades"
37,1,3,"Inglés","Can apply basic statistical procedures to data in a structured environment (e.g. spreadsheet) to produce graphs and other visualisations (e.g. histograms, bar charts, pie charts).","Skills"
38,1,3,"Español","Sabe interactuar con la visualización de datos dinámicos y puede manipular gráficos dinámicos de interés (por ejemplo, los proporcionados por Eurostat, sitios web gubernamentales).","Habilidades"
38,1,3,"Inglés","Knows how to interact with dynamic data visualisation and can manipulate dynamic graphs of interest (e.g. as provided by Eurostat, government websites).","Skills"
39,1,3,"Español","Puede diferenciar entre los diferentes tipos de lugares de almacenamiento (dispositivos locales, red local, nube) que son los más adecuados para utilizar (por ejemplo, los datos en la nube están disponibles en cualquier momento y desde cualquier lugar, pero tiene implicaciones en el tiempo de acceso).","Habilidades"
39,1,3,"Inglés","Can differentiate between different types of storage locations (local devices, local network, cloud) that are the most appropriate to use (e.g. data on the cloud is available anytime and from anywhere, but has implications for access time).","Skills"
40,1,3,"Español","Puede utilizar herramientas de datos (por ejemplo, bases de datos, minería de datos, software de análisis) diseñadas para gestionar y organizar información compleja, para apoyar la toma de decisiones y la resolución de problemas.","Habilidades"
40,1,3,"Inglés","Can use data tools (e.g. databases, data mining, analysis software) designed to manage and organise complex information, to support decision-making and solving problems.","Skills"
41,1,3,"Español","Tiene en cuenta la transparencia a la hora de manipular y presentar los datos para garantizar su fiabilidad, y detecta los datos que se expresan con motivos subyacentes (por ejemplo, falta de ética, beneficio, manipulación) o de forma engañosa.","Actitudes"
41,1,3,"Inglés","Considers transparency when manipulating and presenting data to ensure reliability, and spots data that are expressed with underlying motives (e.g. unethical, profit, manipulation) or in misleading ways.","Attitudes"
42,1,3,"Español","Cuidado con la precisión al evaluar representaciones sofisticadas de los datos (por ejemplo, cuadros o visualizaciones, ya que podrían utilizarse para inducir a error al tratar de dar una falsa sensación de objetividad.","Actitudes"
42,1,3,"Inglés","Watchful of accuracy when evaluating sophisticated representations of data (e.g. tables or visualisations as they could be used to mislead one’s judgement by trying to give a false sense of objectivity.","Attitudes"
43,2,1,"Español","Sabe que muchos servicios de comunicación (por ejemplo, la mensajería instantánea) y las redes sociales son gratuitos porque se pagan en parte con publicidad y con la monetización de los datos personales.","Conocimiento"
43,2,1,"Inglés","Knows that many communication services (e.g. instant messaging) and social media are free of charge because they are partly paid for by advertising and monetising user data.","Knowledge"
44,2,1,"Español","Es consciente de que muchos servicios de comunicación y entornos digitales (por ejemplo, las redes sociales) utilizan mecanismos como el nudging, la gamificación y la manipulación para influir en el comportamiento de las personas.","Conocimiento"
44,2,1,"Inglés","Aware that many communication services and digital environments (e.g. social media) use mechanisms such as nudging, gamification and manipulation to influence user behaviour.","Knowledge"
45,2,1,"Español","Sabe qué herramientas y servicios de comunicación (por ejemplo, teléfono, correo electrónico, videoconferencia, red social, podcast) son apropiados en circunstancias específicas (por ejemplo, sincrónico, asincrónico), dependiendo de la audiencia, el contexto y el propósito de la comunicación. Sabe que algunas herramientas y servicios también ofrecen una declaración de accesibilidad.","Conocimiento"
45,2,1,"Inglés","Aware which communication tools and services (e.g. phone, email, video conference, social network, podcast) are appropriate in specific circumstances (e.g. synchronous, asynchronous), depending on the audience, context and purpose of the communication. Aware that some tools and services also provide an accessibility statement.","Knowledge"
46,2,1,"Español","Es consciente de la necesidad de formular los mensajes en entornos digitales para que sean fácilmente comprensibles por el público al que se dirigen o el destinatario.","Conocimiento"
46,2,1,"Inglés","Aware of the need to formulate messages in digital environments so that they are easily understandable by the targeted audience or the recipient.","Knowledge"
47,2,1,"Español","Sabe utilizar diversas funciones de videoconferencia (por ejemplo, moderar una sesión, grabar audio y vídeo).","Habilidades"
47,2,1,"Inglés","Knows how to use a variety of videoconferencing features (e.g. moderating a session, recording audio and video).","Skills"
48,2,1,"Español","Es capaz de lograr una comunicación eficaz en modo asíncrono (no simultáneo) utilizando herramientas digitales (por ejemplo, para informar y dar instrucciones, compartir ideas, hacer comentarios y asesoramiento, programación de reuniones, comunicación de hitos).","Habilidades"
48,2,1,"Inglés","Able to achieve effective communication in asynchronous (non-simultaneous) mode using digital tools (e.g. for reporting and briefing, sharing ideas, giving feedback and advice, scheduling meetings, communicating milestones).","Skills"
49,2,1,"Español","Sabe utilizar las herramientas digitales para la comunicación informal con los colegas con el fin de desarrollar y mantener las relaciones sociales (por ejemplo, para reproducir conversaciones como las que se producen durante las pausas para el café cara a cara).","Habilidades"
49,2,1,"Inglés","Knows how to use digital tools for informal communication with colleagues in order to develop and maintain social relations (e.g. to reproduce conversations such as those during face-to-face coffee breaks).","Skills"
50,2,1,"Español","Sabe identificar las señales que indican si se está comunicando con un humano o con un agente conversacional basado en la IA (por ejemplo, cuando se utilizan chatbots basados en texto o en voz).","Habilidades"
50,2,1,"Inglés","Knows how to identify signs that indicate whether one is communicating with a human or an AI-based conversational agent (e.g. when using text- or voice-based chatbots).","Skills"
51,2,1,"Español","Poder interactuar y hacer comentarios al sistema de IA (por ejemplo, dando calificaciones de usuario, gustos, etiquetas a los contenidos en línea) para influir en lo que recomienda a continuación (por ejemplo, para obtener más recomendaciones sobre películas similares que le hayan gustado previamente al usuario).","Habilidades"
51,2,1,"Inglés","Able to interact and give feedback to the AI system (e.g. by giving user ratings, likes, tags to online content) to influence what it next recommends (e.g. to get more recommendations on similar movies that the user previously liked).","Skills"
52,2,1,"Español","Considera la necesidad de equilibrar las actividades de comunicación asíncronas y síncronas (por ejemplo, para minimizar la fatiga de las videoconferencias, para respetar el tiempo de los compañeros y los horarios de trabajo preferidos).","Habilidades"
52,2,1,"Inglés","Considers the need to balance asynchronous and synchronous communication activities (e.g. to minimise video conferencing fatigue, to respect co-workers time and preferred working hours).","Skills"
53,2,1,"Español","Está dispuesto a escuchar a los demás y a entablar conversaciones en línea con confianza, claridad y reciprocidad, tanto en contextos personales como sociales.","Actitudes"
53,2,1,"Inglés","Willing to listen to others and to engage in online conversations with confidence, clarity and reciprocity, both in personal and social contexts.","Attitudes"
54,2,1,"Español","Se abre a que los sistemas de IA apoyen a los humanos a tomar decisiones informadas de acuerdo con sus objetivos (por ejemplo, que las personas decidan activamente si actúan o no según una recomendación).","Actitudes"
54,2,1,"Inglés","Open to AI systems supporting humans to make informed decisions in accordance with their goals (e.g. users actively deciding whether to act upon a recommendation or not).","Attitudes"
55,2,1,"Español","Está dispuesto a adaptar una estrategia de comunicación adecuada en función de la situación y la herramienta digital: estrategias verbales (lenguaje escrito, oral), estrategias no verbales (lenguaje corporal, expresiones faciales, tono de voz), estrategias visuales (signos, iconos, ilustraciones) o estrategias mixtas.","Actitudes"
55,2,1,"Inglés","Willing to adapt an appropriate communication strategy depending on the situation and digital tool: verbal strategies (written, oral language), non-verbal strategies (body language, facial expressions, tone of voice), visuals strategies (signs, icons, illustrations) or mixed strategies.","Attitudes"
56,2,2,"Español","Es consciente de que todo lo que se comparte públicamente en línea (por ejemplo, imágenes, vídeos, sonidos) puede utilizarse para entrenar sistemas de IA. Por ejemplo, las empresas de software comercial que desarrollan sistemas de reconocimiento facial con IA pueden utilizar imágenes personales compartidas en línea (por ejemplo, fotografías familiares) para entrenar y mejorar la capacidad del software para reconocer automáticamente a esas personas en otras imágenes, lo que podría no ser deseable (por ejemplo, podría ser una violación de la privacidad).","Conocimiento"
56,2,2,"Inglés","Aware that everything that one shares publicly online (e.g. images, videos, sounds) can be used to train AI systems. For example, commercial software companies who develop AI facial recognition systems can use personal images shared online (e.g. family photographs) to train and improve the software’s capability to automatically recognise those persons in other images, which might not be desirable (e.g. might be a breach of privacy).","Knowledge"
57,2,2,"Español","Conoce el papel y las responsabilidades del facilitador en línea para estructurar y guiar un grupo de discusión (por ejemplo, cómo actuar como intermediario al compartir información y contenidos digitales en entornos digitales).","Conocimiento"
57,2,2,"Inglés","Knows the role and responsibilities of the online facilitator to structure and guide a discussion group (e.g. how to act as an intermediary when sharing information and digital content in digital environments).","Knowledge"
58,2,2,"Español","Sabe cómo compartir contenidos digitales (por ejemplo, imágenes) en múltiples dispositivos (por ejemplo, desde teléfonos inteligentes hasta servicios en la nube).","Habilidades"
58,2,2,"Inglés","Knows how to share digital content (e.g. pictures) across multiple devices (e.g. from smartphones to cloud services).","Skills"
59,2,2,"Español","Sabe compartir y mostrar información desde el propio dispositivo (por ejemplo, mostrar gráficos desde un ordenador portátil) para apoyar un mensaje que se transmite durante una sesión en línea en tiempo real (por ejemplo, una videoconferencia).","Habilidades"
59,2,2,"Inglés","Knows how to share and show information from one’s own device (e.g. show graphs from a laptop) to support a message being conveyed during a real time online session (e.g. video conference).","Skills"
60,2,2,"Español","Puede seleccionar y restringir con quién se comparte el contenido (por ejemplo, dar acceso solo a los amigos en las redes sociales, permitir que solo los compañeros de trabajo lean y comenten un texto).","Habilidades"
60,2,2,"Inglés","Able to select and restrict with whom the content is shared (e.g. giving access only to friends on social media, allowing only co-workers to read and comment on a text).","Skills"
61,2,2,"Español","Sabe cómo conservar el contenido en las plataformas de intercambio de contenidos para añadir valor para uno mismo y para los demás (por ejemplo, comparte listas de reproducción de música, comparte comentarios en servicios en línea).","Habilidades"
61,2,2,"Inglés","Knows how to curate content on content sharing platforms so as to add value for oneself and others (e.g. shares music playlists, shares comments on online services).","Skills"
62,2,2,"Español","Sabe reconocer la fuente original y los autores o autoras de los contenidos compartidos.","Habilidades"
62,2,2,"Inglés","Knows how to acknowledge the original source and authors of shared content.","Skills"
63,2,2,"Español","Sabe cómo señalar o denunciar la desinformación y la información errónea a las organizaciones de comprobación de hechos y a las plataformas de redes sociales para impedir su difusión.","Habilidades"
63,2,2,"Inglés","Knows how to flag or report disinformation and misinformation to fact-checking organisations and to social media platforms in order to stop it spreading.","Skills"
64,2,2,"Español","Está dispuesto a compartir sus conocimientos en Internet, por ejemplo, interviniendo en foros en línea, contribuyendo a Wikipedia o creando recursos educativos abiertos.","Actitudes"
64,2,2,"Inglés","Willing to share expertise on the internet, for example through intervening in online forums, contributing to Wikipedia or through creating Open Educational Resources.","Attitudes"
65,2,2,"Español","Se abre a compartir contenidos digitales que puedan ser interesantes y útiles para otros.","Actitudes"
65,2,2,"Inglés","Open towards sharing digital content that might be interesting and useful to others.","Attitudes"
66,2,2,"Español","Tendencia a no compartir los recursos digitales si no se pueden citar su autor o autora o fuente de forma adecuada.","Actitudes"
66,2,2,"Inglés","Inclined not to share digital resources if not able to cite their author or source in an appropriate manner.","Attitudes"
67,2,3,"Español","Conoce los diferentes tipos de servicios digitales en Internet: los públicos (por ejemplo, servicios para consultar información fiscal o pedir cita en el centro de salud), los comunitarios (por ejemplo, repositorios de conocimiento como Wikipedia, servicios de mapas como Open Street Map, servicios medioambientales de vigilancia como la Comunidad de sensores) y servicios privados (por ejemplo, comercio electrónico, banca en línea).","Conocimiento"
67,2,3,"Inglés","Knows about different types of digital services on the internet: public ones (e.g. services to consult tax information or make an appointment in the health care centre), community-based services (e.g. knowledge repositories such as Wikipedia, map services such as Open Street Map, environmental monitoring services such as Sensor Community) and private services (e.g. e-commerce, online banking).","Knowledge"
68,2,3,"Español","Sabe que una identificación electrónica segura, (por ejemplo, carnés de identidad que contengan certificados digitales), permite a la ciudadanía aumentar la seguridad cuando utilizan los servicios en línea proporcionados por la administración o por el sector privado.","Conocimiento"
68,2,3,"Inglés","Knows that a secure electronic identification, (e.g. identity cards which contain digital certificates), enables citizens to increase safety when using online services provided by the government or by the private sector.","Knowledge"
69,2,3,"Español","Sabe que todos la ciudadanía de la UE tienen derecho a no ser sometidos a una toma de decisiones totalmente automatizada (por ejemplo, si un sistema automático rechaza una solicitud de crédito, el cliente tiene derecho a pedir que la decisión sea revisada por una persona).","Conocimiento"
69,2,3,"Inglés","Knows that all EU citizens have the right to not be subject to fully automated decisionmaking (e.g. if an automatic system refuses a credit application, the customer has the right to ask for the decision to be reviewed by a person).","Knowledge"
70,2,3,"Español","Reconoce que, si bien la aplicación de sistemas de IA en muchos ámbitos no suele ser controvertida (por ejemplo, la IA que ayuda a evitar el cambio climático), la IA que interactúa directamente con los seres humanos y toma decisiones sobre su vida puede ser a menudo controvertida (por ejemplo, los programas informáticos de clasificación de currículos para los procedimientos de contratación, la calificación de exámenes que pueden determinar el acceso a la educación).","Conocimiento"
70,2,3,"Inglés","Recognises that while the application of AI systems in many domains is usually uncontroversial (e.g. AI that helps avert climate change), AI that directly interacts with humans and takes decisions about their life can often be controversial (e.g. CV-sorting software for recruitment procedures, scoring of exams that may determine access to education).","Knowledge"
71,2,3,"Español","Sabe que la IA en sí no es ni buena ni mala. Lo que determina si los resultados de un sistema de IA son positivos o negativos para la sociedad es cómo se diseña y utiliza el sistema de IA, quién lo usa y con qué fines.","Conocimiento"
71,2,3,"Inglés","Knows that AI per se is neither good nor bad. What determines whether the outcomes of an AI system are positive or negative for society are how the AI system is designed and used, by whom and for what purposes.","Knowledge"
72,2,3,"Español","Es consciente de las plataformas de la sociedad civil en Internet que ofrecen oportunidades para que la ciudadanía participen en acciones dirigidas a desarrollos globales para alcanzar los objetivos de sostenibilidad a escala local, regional, nacional, europea e internacional.","Conocimiento"
72,2,3,"Inglés","Aware of civil society platforms on the internet that offer opportunities for citizens to participate in actions targeting global developments to reach sustainability goals on local, regional, national, European and international level.","Knowledge"
